bus_number,bus_type,source,destination,departure_time,arrival_time,ticket_price_rs,available_seats
TNSTC 2099,Deluxe,Villupuram,Ambur,09:28 AM,07:00 PM,180,8
TNSTC 6793,Ultra Deluxe,Kallakurichi,Sivaganga,02:01 PM,08:21 PM,530,15
TNSTC 9106,AC Seater,Tenkasi,Nagapattinam,01:36 AM,06:56 AM,230,31
TNSTC 6809,Deluxe,Ranipet,Kanyakumari,11:05 PM,09:00 AM,410,18
TNSTC 4521,Express,Madurai,Dindigul,12:16 AM,02:42 AM,410,10
TNSTC 9846,Ultra Deluxe,Ranipet,Kanchipuram,07:25 PM,01:03 AM,500,16
TNSTC 2919,Express,Vellore,Dindigul,02:18 AM,10:29 AM,270,14
TNSTC 4609,Deluxe,Ariyalur,Tirupathur,07:33 AM,04:45 PM,310,23
TNSTC 5258,Express,Thoothukudi,Chennai,09:33 PM,05:57 AM,250,40
TNSTC 1855,AC Seater,Salem,Chennai,05:31 AM,11:47 AM,570,24
TNSTC 6755,Government,Vellore,Kallakurichi,02:41 PM,10:11 PM,250,37
TNSTC 2744,Ultra Deluxe,Vellore,Dharmapuri,11:49 PM,04:25 AM,530,14
TNSTC 5461,AC Seater,Namakkal,Sivaganga,09:19 AM,12:13 PM,190,3
TNSTC 3897,Ultra Deluxe,Thanjavur,Karur,05:28 PM,09:16 PM,640,40
TNSTC 1938,Express,Namakkal,Theni,01:32 AM,11:04 AM,340,26
TNSTC 7602,Government,Sivaganga,Dindigul,03:41 AM,12:05 PM,450,16
TNSTC 2197,Ultra Deluxe,Sivaganga,Ariyalur,06:15 AM,03:35 PM,400,24
TNSTC 7242,Ultra Deluxe,Ranipet,Ariyalur,04:10 PM,10:21 PM,460,23
TNSTC 1330,Ultra Deluxe,Mayiladuthurai,Tiruvannamalai,04:10 AM,09:54 AM,610,18
TNSTC 4967,AC Seater,Tirupathur,Virudhunagar,04:46 AM,07:05 AM,570,33
TNSTC 2903,Ultra Deluxe,Vellore,Virudhunagar,05:39 AM,11:38 AM,480,13
TNSTC 9142,Government,Pudukkottai,Namakkal,12:16 PM,06:46 PM,180,12
TNSTC 6802,Ultra Deluxe,Ranipet,Kallakurichi,05:21 AM,11:28 AM,610,25
TNSTC 2242,AC Sleeper,Tenkasi,Nagapattinam,05:43 AM,02:47 PM,460,22
TNSTC 7797,Ultra Deluxe,Dindigul,Tiruvannamalai,04:14 PM,08:37 PM,170,2
TNSTC 7201,Sleeper,Chengalpattu,Nagapattinam,12:45 PM,08:39 PM,450,6
TNSTC 1992,Government,Salem,Villupuram,12:23 AM,06:37 AM,300,39
TNSTC 2756,Ultra Deluxe,Trichy,Kanyakumari,08:09 PM,11:30 PM,430,34
TNSTC 2165,Government,Cuddalore,Chengalpattu,04:03 PM,07:43 PM,280,14
TNSTC 7181,AC Seater,Namakkal,Tirupur,02:25 AM,09:15 AM,160,27
TNSTC 3603,Deluxe,Thanjavur,Tenkasi,01:49 PM,05:23 PM,350,35
TNSTC 9780,Sleeper,Sivaganga,Chennai,12:54 PM,10:01 PM,430,18
TNSTC 2646,AC Sleeper,Ramanathapuram,Tenkasi,06:45 PM,02:29 AM,640,5
TNSTC 9807,AC Sleeper,Chengalpattu,Chennai,01:08 PM,06:43 PM,330,13
TNSTC 6728,Ultra Deluxe,Ranipet,Villupuram,07:07 PM,04:31 AM,210,28
TNSTC 3827,Deluxe,Trichy,Theni,08:34 PM,03:30 AM,420,3
TNSTC 4253,Government,Kallakurichi,Madurai,12:15 PM,02:51 PM,390,14
TNSTC 8699,Ultra Deluxe,Ambur,Namakkal,10:41 PM,06:25 AM,490,4
TNSTC 7852,Sleeper,Ariyalur,Chennai,02:40 PM,08:48 PM,500,35
TNSTC 3850,Express,Vellore,Virudhunagar,04:11 PM,07:21 PM,400,30
TNSTC 8675,Ultra Deluxe,Madurai,Ambur,02:58 PM,06:13 PM,570,12
TNSTC 2034,Sleeper,Villupuram,Namakkal,03:04 PM,08:33 PM,550,18
TNSTC 5820,Express,Erode,Coimbatore,10:13 PM,02:55 AM,390,34
TNSTC 2929,Express,Krishnagiri,Coimbatore,09:43 PM,03:22 AM,400,36
TNSTC 9737,AC Sleeper,Krishnagiri,Pudukkottai,10:32 PM,04:00 AM,170,34
TNSTC 8034,Express,Nilgiris,Perambalur,09:12 PM,02:22 AM,340,11
TNSTC 3314,Deluxe,Vellore,Nagapattinam,11:18 PM,08:11 AM,180,3
TNSTC 7319,Express,Tiruvallur,Cuddalore,04:14 AM,11:21 AM,520,10
TNSTC 7338,Deluxe,Mayiladuthurai,Ambur,07:34 AM,12:16 PM,500,15
TNSTC 1634,Deluxe,Virudhunagar,Ambur,11:45 AM,03:04 PM,410,36
TNSTC 7743,Deluxe,Kanyakumari,Chennai,03:22 PM,08:09 PM,210,12
TNSTC 7615,Express,Perambalur,Vellore,05:08 AM,01:19 PM,470,19
TNSTC 3032,Ultra Deluxe,Dindigul,Cuddalore,12:28 AM,05:10 AM,470,7
TNSTC 8547,AC Seater,Vellore,Namakkal,08:14 AM,05:05 PM,610,1
TNSTC 7850,Sleeper,Kallakurichi,Thanjavur,01:08 AM,09:28 AM,380,6
TNSTC 8923,AC Seater,Tirupathur,Tiruvallur,02:24 PM,06:28 PM,170,5
TNSTC 9056,Government,Theni,Cuddalore,04:48 PM,12:57 AM,320,19
TNSTC 7622,Express,Namakkal,Cuddalore,02:17 PM,04:20 PM,560,27
TNSTC 3064,Government,Tiruvannamalai,Tiruvarur,12:27 PM,08:31 PM,440,3
TNSTC 9332,Government,Chennai,Karur,12:42 PM,03:21 PM,230,5
TNSTC 1963,Government,Kanchipuram,Tirunelveli,05:46 PM,02:55 AM,360,11
TNSTC 5910,AC Seater,Ranipet,Dindigul,01:17 AM,03:36 AM,300,33
TNSTC 6480,Express,Tiruvallur,Kallakurichi,03:38 AM,12:42 PM,440,26
TNSTC 2851,Ultra Deluxe,Nilgiris,Madurai,03:03 AM,06:11 AM,540,7
TNSTC 8028,AC Sleeper,Vellore,Nagapattinam,05:06 PM,07:19 PM,200,28
TNSTC 1146,Ultra Deluxe,Tiruvannamalai,Tiruvarur,05:42 PM,11:23 PM,640,14
TNSTC 6253,Sleeper,Nilgiris,Kanchipuram,01:12 AM,08:59 AM,600,5
TNSTC 9425,Government,Ambur,Perambalur,02:21 AM,05:54 AM,590,13
TNSTC 7444,Government,Pudukkottai,Tiruvarur,12:09 AM,07:55 AM,170,36
TNSTC 4620,Government,Sivaganga,Tiruvannamalai,02:49 PM,11:51 PM,350,36
TNSTC 4262,Ultra Deluxe,Kallakurichi,Trichy,05:14 AM,08:38 AM,290,21
TNSTC 9472,Sleeper,Nagapattinam,Tirunelveli,04:20 PM,12:44 AM,510,10
TNSTC 5048,Government,Kanchipuram,Cuddalore,08:30 AM,04:20 PM,460,19
TNSTC 9650,Express,Vellore,Kanyakumari,11:36 AM,08:31 PM,560,3
TNSTC 7655,Deluxe,Dindigul,Kanyakumari,03:16 PM,12:50 AM,200,20
TNSTC 8756,AC Sleeper,Chengalpattu,Dharmapuri,10:27 PM,07:59 AM,620,14
TNSTC 1897,Sleeper,Mayiladuthurai,Salem,09:50 PM,12:28 AM,420,35
TNSTC 9326,Express,Villupuram,Vellore,05:47 AM,11:26 AM,170,28
TNSTC 5063,Sleeper,Mayiladuthurai,Salem,10:31 AM,05:17 PM,490,26
TNSTC 1712,AC Seater,Tiruvannamalai,Virudhunagar,04:44 PM,01:26 AM,220,36
TNSTC 5840,Deluxe,Vellore,Ramanathapuram,01:02 AM,05:46 AM,590,29
TNSTC 4762,Ultra Deluxe,Dharmapuri,Tiruvannamalai,01:32 AM,09:18 AM,190,28
TNSTC 9819,Deluxe,Namakkal,Chengalpattu,06:19 PM,08:48 PM,490,11
TNSTC 2421,Express,Dindigul,Ramanathapuram,01:52 PM,11:07 PM,450,3
TNSTC 8160,Government,Tirunelveli,Tiruvallur,05:27 PM,12:07 AM,490,1
TNSTC 3741,Government,Sivaganga,Kanchipuram,12:47 PM,08:47 PM,540,32
TNSTC 3407,Express,Ramanathapuram,Erode,05:49 PM,12:38 AM,590,25
TNSTC 9700,Express,Thanjavur,Villupuram,02:17 AM,11:09 AM,190,8
TNSTC 4410,Sleeper,Chengalpattu,Ranipet,10:30 PM,03:50 AM,520,5
TNSTC 4475,Express,Kanchipuram,Coimbatore,02:58 AM,11:43 AM,400,12
TNSTC 4576,Deluxe,Salem,Dharmapuri,11:12 AM,07:52 PM,320,30
TNSTC 5974,Express,Ranipet,Tiruvarur,05:10 AM,12:07 PM,620,31
TNSTC 1673,Deluxe,Nagapattinam,Tiruvallur,08:15 PM,11:14 PM,430,27
TNSTC 9779,AC Sleeper,Madurai,Tirupur,04:35 AM,01:22 PM,640,7
TNSTC 3971,Ultra Deluxe,Vellore,Villupuram,12:04 PM,03:51 PM,350,15
TNSTC 2686,Government,Villupuram,Madurai,12:11 PM,04:44 PM,600,29
TNSTC 6726,AC Sleeper,Tirunelveli,Tirupur,07:00 AM,03:19 PM,600,18
TNSTC 7083,Deluxe,Virudhunagar,Chennai,06:53 AM,11:56 AM,560,8
TNSTC 1357,AC Seater,Theni,Tirupathur,08:20 PM,03:25 AM,310,34
TNSTC 2905,Government,Trichy,Kanchipuram,09:01 PM,02:53 AM,160,16
TNSTC 4891,AC Sleeper,Karur,Villupuram,05:54 AM,01:53 PM,290,30
TNSTC 9063,Express,Salem,Kallakurichi,09:40 AM,05:23 PM,630,20
TNSTC 5607,AC Seater,Chennai,Namakkal,06:26 PM,01:13 AM,460,17
TNSTC 6395,Ultra Deluxe,Tirunelveli,Chennai,09:21 PM,03:03 AM,270,11
TNSTC 8027,Deluxe,Kallakurichi,Dindigul,05:40 AM,03:08 PM,580,30
TNSTC 3811,AC Sleeper,Madurai,Thoothukudi,02:05 AM,11:14 AM,500,31
TNSTC 6968,Deluxe,Nagapattinam,Madurai,11:49 PM,02:09 AM,450,4
TNSTC 4861,Express,Sivaganga,Tiruvannamalai,09:06 PM,04:21 AM,560,23
TNSTC 1834,Ultra Deluxe,Thanjavur,Tiruvannamalai,05:02 PM,02:50 AM,190,10
TNSTC 8869,Sleeper,Vellore,Trichy,05:11 PM,02:27 AM,440,34
TNSTC 8196,Ultra Deluxe,Tirupathur,Ambur,09:16 AM,02:43 PM,160,15
TNSTC 7176,Sleeper,Kanchipuram,Madurai,02:24 PM,09:58 PM,540,12
TNSTC 7849,Government,Madurai,Pudukkottai,07:36 PM,05:19 AM,370,32
TNSTC 8671,Express,Ambur,Trichy,09:46 AM,02:22 PM,620,10
TNSTC 5453,AC Sleeper,Ambur,Cuddalore,12:58 AM,10:24 AM,310,36
TNSTC 9752,Express,Erode,Nilgiris,04:16 PM,09:36 PM,440,40
TNSTC 7326,Ultra Deluxe,Thanjavur,Krishnagiri,12:07 PM,07:35 PM,590,29
TNSTC 3661,Deluxe,Theni,Mayiladuthurai,04:18 PM,11:57 PM,610,15
TNSTC 7449,AC Seater,Vellore,Namakkal,11:51 PM,05:50 AM,200,15
TNSTC 8030,Deluxe,Virudhunagar,Sivaganga,03:40 AM,12:35 PM,260,23
TNSTC 1238,AC Sleeper,Ambur,Namakkal,12:30 AM,10:20 AM,200,9
TNSTC 5709,Deluxe,Tenkasi,Ariyalur,02:40 AM,10:06 AM,160,18
TNSTC 9536,AC Seater,Chengalpattu,Ariyalur,09:06 PM,11:11 PM,400,19
TNSTC 4754,Express,Krishnagiri,Tirupathur,07:02 AM,09:24 AM,300,21
TNSTC 6177,Deluxe,Theni,Chennai,05:52 AM,12:00 PM,520,30
TNSTC 9711,Sleeper,Karur,Kanyakumari,04:57 PM,12:34 AM,260,34
TNSTC 1236,Express,Theni,Tenkasi,03:53 AM,12:36 PM,600,31
TNSTC 4281,Ultra Deluxe,Ranipet,Madurai,01:59 AM,05:41 AM,160,24
TNSTC 7030,AC Sleeper,Madurai,Tirupur,12:53 AM,09:09 AM,570,1
TNSTC 9736,Express,Tiruvallur,Ambur,06:09 PM,08:27 PM,300,16
TNSTC 7866,Deluxe,Trichy,Namakkal,11:10 AM,07:15 PM,160,15
TNSTC 9522,AC Seater,Krishnagiri,Ranipet,03:15 PM,11:44 PM,470,6
TNSTC 6962,Sleeper,Dindigul,Nilgiris,08:11 AM,04:46 PM,270,12
TNSTC 4645,Ultra Deluxe,Thoothukudi,Nagapattinam,09:49 PM,06:35 AM,420,2
TNSTC 4943,AC Seater,Chennai,Dharmapuri,06:29 PM,10:24 PM,390,28
TNSTC 1136,AC Sleeper,Tiruvannamalai,Trichy,12:25 PM,08:53 PM,640,32
TNSTC 7678,Express,Trichy,Ramanathapuram,08:10 PM,01:29 AM,580,1
TNSTC 7003,Government,Erode,Nilgiris,12:25 AM,10:09 AM,310,1
TNSTC 1891,Express,Namakkal,Ariyalur,06:18 PM,09:57 PM,350,13
TNSTC 5086,AC Sleeper,Ramanathapuram,Trichy,03:18 AM,01:11 PM,530,20
TNSTC 5341,Deluxe,Ariyalur,Dharmapuri,05:49 AM,12:24 PM,220,8
TNSTC 3006,Express,Tiruvarur,Tirupathur,10:06 AM,12:08 PM,170,3
TNSTC 1198,Express,Krishnagiri,Tiruvannamalai,01:36 AM,09:18 AM,560,23
TNSTC 6651,Ultra Deluxe,Coimbatore,Nilgiris,05:08 PM,12:04 AM,300,32
TNSTC 9890,Express,Tirupur,Tiruvannamalai,12:48 AM,04:36 AM,530,36
TNSTC 7413,AC Seater,Virudhunagar,Ranipet,09:29 PM,06:22 AM,540,12
TNSTC 7716,Ultra Deluxe,Dindigul,Virudhunagar,05:54 PM,10:34 PM,560,33
TNSTC 7894,Government,Ranipet,Erode,01:08 AM,08:55 AM,290,18
TNSTC 3080,Express,Ramanathapuram,Krishnagiri,03:31 AM,12:21 PM,150,13
TNSTC 3053,AC Sleeper,Dharmapuri,Tirunelveli,04:01 AM,09:25 AM,570,29
TNSTC 6006,AC Seater,Vellore,Ariyalur,05:42 PM,12:58 AM,180,11
TNSTC 7612,Sleeper,Madurai,Tiruvallur,04:26 PM,01:42 AM,510,27
TNSTC 8089,Government,Tiruvannamalai,Nagapattinam,02:23 PM,04:29 PM,640,31
TNSTC 3348,Deluxe,Karur,Chennai,01:25 PM,04:28 PM,430,34
TNSTC 1871,AC Sleeper,Dharmapuri,Ambur,04:01 PM,10:09 PM,490,26
TNSTC 5208,Sleeper,Ariyalur,Tiruvallur,07:03 AM,02:09 PM,310,37
TNSTC 7376,AC Sleeper,Krishnagiri,Sivaganga,07:10 PM,12:29 AM,410,19
TNSTC 5213,Government,Coimbatore,Pudukkottai,04:23 PM,07:21 PM,250,33
TNSTC 8244,Deluxe,Tirunelveli,Karur,11:17 AM,04:29 PM,510,40
TNSTC 1833,Government,Pudukkottai,Nagapattinam,11:02 PM,03:52 AM,150,12
TNSTC 3266,AC Sleeper,Karur,Madurai,01:15 AM,08:46 AM,350,10
TNSTC 1147,AC Sleeper,Tenkasi,Ambur,01:14 AM,08:01 AM,270,27
TNSTC 7550,AC Seater,Thanjavur,Ramanathapuram,02:23 PM,08:46 PM,580,35
TNSTC 2519,Deluxe,Ramanathapuram,Perambalur,12:32 PM,09:23 PM,610,24
TNSTC 8403,Sleeper,Tirupur,Virudhunagar,08:40 PM,12:34 AM,490,21
TNSTC 7120,Deluxe,Perambalur,Ranipet,12:18 PM,10:16 PM,290,2
TNSTC 1001,Government,Nagapattinam,Madurai,12:55 AM,10:41 AM,170,10
TNSTC 1228,Ultra Deluxe,Krishnagiri,Ramanathapuram,03:55 PM,08:31 PM,510,10
TNSTC 8950,Deluxe,Salem,Mayiladuthurai,03:14 PM,06:38 PM,360,5
TNSTC 4178,Deluxe,Sivaganga,Thoothukudi,09:50 AM,12:52 PM,290,23
TNSTC 8963,Government,Salem,Tiruvarur,05:47 AM,12:08 PM,450,11
TNSTC 1852,Ultra Deluxe,Madurai,Dharmapuri,08:44 AM,05:35 PM,610,26
TNSTC 6653,AC Sleeper,Chennai,Thoothukudi,01:56 AM,04:53 AM,310,5
TNSTC 4872,Ultra Deluxe,Pudukkottai,Villupuram,05:56 AM,01:50 PM,640,38
TNSTC 8462,Government,Trichy,Perambalur,11:04 AM,02:44 PM,470,4
TNSTC 6006,Deluxe,Thanjavur,Ramanathapuram,04:59 PM,02:19 AM,490,31
TNSTC 5556,Ultra Deluxe,Tiruvallur,Tenkasi,09:53 AM,04:06 PM,200,14
TNSTC 1520,AC Seater,Tirunelveli,Ambur,12:40 AM,07:52 AM,510,37
TNSTC 9715,Deluxe,Nilgiris,Vellore,01:55 PM,06:55 PM,160,22
TNSTC 2304,Deluxe,Tiruvallur,Ranipet,12:03 AM,09:44 AM,480,15
TNSTC 4869,AC Seater,Kanchipuram,Tiruvallur,09:34 AM,03:36 PM,210,5
TNSTC 4380,AC Seater,Kanyakumari,Dindigul,04:28 AM,08:25 AM,530,27
TNSTC 2568,AC Seater,Tiruvannamalai,Ambur,11:13 AM,07:49 PM,450,20
TNSTC 8545,Deluxe,Nagapattinam,Krishnagiri,07:29 PM,03:21 AM,470,21
TNSTC 1299,AC Seater,Nilgiris,Erode,02:16 PM,04:55 PM,460,1
TNSTC 3253,Sleeper,Ariyalur,Ramanathapuram,12:03 AM,03:20 AM,550,8
TNSTC 6779,Government,Madurai,Ramanathapuram,10:47 PM,07:03 AM,460,8
TNSTC 1011,Sleeper,Mayiladuthurai,Tirupur,02:28 PM,11:41 PM,620,8
TNSTC 3879,Express,Villupuram,Dindigul,03:22 PM,06:18 PM,540,23
TNSTC 3013,Express,Dharmapuri,Erode,08:53 PM,03:31 AM,410,20
TNSTC 3561,Sleeper,Nilgiris,Ariyalur,01:57 AM,09:15 AM,620,28
TNSTC 1001,AC Sleeper,Tirupur,Kallakurichi,01:29 PM,06:03 PM,310,18
TNSTC 8374,Deluxe,Tirupur,Krishnagiri,07:22 PM,02:21 AM,390,23
TNSTC 1679,Express,Sivaganga,Villupuram,03:23 AM,05:29 AM,280,18
TNSTC 4580,Deluxe,Trichy,Tirupathur,04:18 PM,12:43 AM,510,7
TNSTC 1251,Sleeper,Coimbatore,Tenkasi,11:55 AM,02:07 PM,500,10
TNSTC 5293,Express,Kanyakumari,Tiruvarur,02:43 PM,09:57 PM,500,3
TNSTC 3328,Express,Tirunelveli,Pudukkottai,12:59 PM,10:48 PM,600,25
TNSTC 7056,Sleeper,Ambur,Ramanathapuram,04:36 AM,01:50 PM,350,20
TNSTC 8146,AC Sleeper,Pudukkottai,Vellore,01:59 AM,06:05 AM,440,6
TNSTC 6884,Ultra Deluxe,Dharmapuri,Tiruvannamalai,09:36 AM,01:34 PM,270,36
TNSTC 9854,Sleeper,Ariyalur,Krishnagiri,07:15 PM,01:04 AM,260,16
TNSTC 4465,Government,Krishnagiri,Theni,10:38 PM,05:13 AM,320,2
TNSTC 1467,Deluxe,Tirunelveli,Coimbatore,04:47 AM,10:11 AM,510,20
TNSTC 2952,Sleeper,Sivaganga,Trichy,09:22 PM,02:17 AM,200,34
TNSTC 6639,Sleeper,Kanchipuram,Erode,09:06 PM,12:30 AM,440,32
TNSTC 9296,Deluxe,Thoothukudi,Erode,12:53 AM,10:02 AM,410,40
TNSTC 6196,AC Sleeper,Kallakurichi,Dharmapuri,02:04 AM,10:35 AM,590,13
TNSTC 9762,Deluxe,Chengalpattu,Perambalur,11:03 PM,05:25 AM,410,18
TNSTC 9129,AC Seater,Perambalur,Ranipet,11:15 AM,04:58 PM,310,3
TNSTC 1142,Deluxe,Thoothukudi,Ambur,02:08 AM,05:38 AM,330,8
TNSTC 9257,AC Sleeper,Kanchipuram,Chennai,08:28 PM,12:04 AM,210,40
TNSTC 1396,Sleeper,Sivaganga,Tirupur,07:11 PM,12:55 AM,150,25
TNSTC 8869,AC Sleeper,Tiruvarur,Trichy,03:40 PM,01:17 AM,630,12
TNSTC 3506,AC Seater,Tenkasi,Virudhunagar,12:26 AM,03:31 AM,490,24
TNSTC 7183,Express,Kanyakumari,Namakkal,10:54 PM,04:35 AM,200,3
TNSTC 1087,Express,Thanjavur,Villupuram,06:48 AM,10:01 AM,170,2
TNSTC 6610,AC Seater,Ranipet,Mayiladuthurai,10:10 PM,06:23 AM,300,25
TNSTC 2281,Deluxe,Tiruvarur,Tirunelveli,01:46 AM,05:49 AM,200,8
TNSTC 3015,Deluxe,Pudukkottai,Cuddalore,01:17 AM,09:53 AM,480,8
TNSTC 8248,Ultra Deluxe,Tiruvallur,Ariyalur,12:35 PM,03:43 PM,440,16
TNSTC 4180,AC Seater,Mayiladuthurai,Kallakurichi,01:12 PM,08:39 PM,400,1
TNSTC 5557,Express,Vellore,Namakkal,12:23 AM,05:59 AM,350,2
TNSTC 4596,Ultra Deluxe,Dindigul,Villupuram,07:22 AM,05:02 PM,600,19
TNSTC 7550,Deluxe,Villupuram,Tirupur,04:44 AM,10:01 AM,180,8
TNSTC 1445,Government,Perambalur,Virudhunagar,06:32 AM,10:55 AM,260,40
TNSTC 1935,Sleeper,Vellore,Tirupathur,04:41 AM,09:48 AM,160,22
TNSTC 9169,AC Sleeper,Kanyakumari,Madurai,12:27 AM,09:32 AM,490,35
TNSTC 6320,Government,Coimbatore,Nagapattinam,11:17 PM,07:58 AM,330,39
TNSTC 7985,AC Seater,Ramanathapuram,Karur,02:27 AM,07:35 AM,410,27
TNSTC 8464,AC Sleeper,Nilgiris,Kallakurichi,01:09 AM,07:39 AM,250,36
TNSTC 3566,Government,Pudukkottai,Sivaganga,02:16 AM,09:14 AM,490,24
TNSTC 3956,AC Seater,Kanyakumari,Thoothukudi,02:06 PM,08:36 PM,270,6
TNSTC 1613,Deluxe,Tiruvarur,Tirunelveli,05:40 AM,09:55 AM,210,4
TNSTC 2198,Government,Nilgiris,Tirupur,02:57 PM,07:41 PM,470,13
TNSTC 3517,Deluxe,Kanchipuram,Kanyakumari,11:26 AM,01:40 PM,560,25
TNSTC 2542,Sleeper,Dindigul,Tenkasi,01:32 PM,05:01 PM,220,27
TNSTC 3993,Deluxe,Kallakurichi,Theni,05:03 PM,12:42 AM,360,1
TNSTC 2799,AC Sleeper,Trichy,Krishnagiri,06:49 AM,12:03 PM,620,9
TNSTC 9023,AC Seater,Erode,Theni,08:18 AM,03:42 PM,490,25
TNSTC 9899,Government,Erode,Madurai,12:34 AM,06:31 AM,590,27
TNSTC 5082,Sleeper,Tiruvannamalai,Sivaganga,11:19 PM,04:40 AM,150,30
TNSTC 6888,AC Seater,Ambur,Perambalur,07:14 AM,11:02 AM,550,23
TNSTC 1495,Sleeper,Namakkal,Madurai,03:27 PM,07:23 PM,460,15
TNSTC 3312,Ultra Deluxe,Mayiladuthurai,Tirupathur,07:37 AM,09:41 AM,620,7
TNSTC 6660,Sleeper,Dharmapuri,Erode,02:45 PM,07:16 PM,520,39
TNSTC 5621,Deluxe,Villupuram,Trichy,12:31 PM,06:36 PM,270,12
TNSTC 2761,Sleeper,Ranipet,Krishnagiri,12:57 PM,09:08 PM,410,11
TNSTC 9195,AC Sleeper,Virudhunagar,Tirupathur,06:15 AM,03:38 PM,460,16
TNSTC 8105,AC Seater,Virudhunagar,Villupuram,12:36 PM,04:33 PM,460,7
TNSTC 5588,Ultra Deluxe,Chengalpattu,Vellore,06:38 PM,10:45 PM,410,6
TNSTC 7620,Sleeper,Chennai,Coimbatore,02:42 PM,11:22 PM,190,29
TNSTC 3877,AC Seater,Tiruvannamalai,Tiruvallur,11:50 PM,07:25 AM,420,5
TNSTC 8022,Government,Kanyakumari,Vellore,02:41 PM,09:44 PM,280,20
TNSTC 4790,Deluxe,Kanyakumari,Thoothukudi,05:53 AM,09:23 AM,420,34
TNSTC 2457,Deluxe,Trichy,Madurai,12:08 AM,02:12 AM,230,8
TNSTC 6124,Government,Ariyalur,Perambalur,01:02 PM,08:16 PM,330,4
TNSTC 2877,AC Sleeper,Tenkasi,Tiruvallur,03:49 PM,08:15 PM,230,33
TNSTC 7877,Express,Salem,Madurai,07:18 AM,11:07 AM,450,11
TNSTC 3723,Express,Kallakurichi,Dindigul,03:38 AM,06:57 AM,320,28
TNSTC 2782,Express,Tirupathur,Cuddalore,04:22 AM,02:17 PM,240,15
TNSTC 1261,AC Seater,Ramanathapuram,Tirupathur,03:54 AM,12:46 PM,460,24
TNSTC 2781,Deluxe,Kallakurichi,Dindigul,09:26 AM,07:21 PM,380,27
TNSTC 5242,AC Seater,Tenkasi,Sivaganga,02:03 AM,08:36 AM,370,26
TNSTC 1518,Government,Trichy,Mayiladuthurai,07:25 PM,02:03 AM,280,40
TNSTC 5846,AC Sleeper,Nilgiris,Tirupathur,11:35 AM,02:01 PM,500,20
TNSTC 5739,Deluxe,Vellore,Nilgiris,04:45 AM,06:54 AM,630,39
TNSTC 3979,Sleeper,Tiruvarur,Thoothukudi,10:58 AM,04:27 PM,570,36
TNSTC 4820,AC Seater,Ambur,Nagapattinam,07:16 PM,04:09 AM,550,28
TNSTC 2644,AC Sleeper,Tiruvannamalai,Tirunelveli,11:30 PM,09:08 AM,590,38
TNSTC 6445,AC Sleeper,Tenkasi,Mayiladuthurai,10:09 AM,03:16 PM,300,26
TNSTC 1039,Sleeper,Thoothukudi,Mayiladuthurai,06:00 PM,08:16 PM,290,27
TNSTC 3641,AC Seater,Madurai,Dharmapuri,03:33 PM,12:33 AM,190,13
TNSTC 7743,AC Seater,Tirupathur,Ariyalur,01:55 AM,08:00 AM,550,35
TNSTC 9958,AC Seater,Tirunelveli,Virudhunagar,06:42 AM,11:28 AM,510,13
TNSTC 2031,AC Sleeper,Madurai,Theni,06:18 AM,01:05 PM,410,8
TNSTC 1587,Deluxe,Chennai,Kanchipuram,12:21 AM,03:37 AM,500,24
TNSTC 8482,AC Sleeper,Tirupathur,Cuddalore,04:08 PM,10:47 PM,630,26
TNSTC 2633,Sleeper,Vellore,Chennai,04:22 PM,11:56 PM,390,20
TNSTC 6298,AC Sleeper,Kanyakumari,Dharmapuri,09:57 PM,05:01 AM,460,14
TNSTC 9417,Government,Tiruvallur,Trichy,07:51 PM,02:32 AM,290,5
TNSTC 3181,Deluxe,Pudukkottai,Nagapattinam,11:52 PM,06:23 AM,280,25
TNSTC 8138,AC Seater,Ariyalur,Salem,05:59 AM,03:58 PM,360,36
TNSTC 5463,Express,Chengalpattu,Nagapattinam,02:06 AM,08:03 AM,430,32
TNSTC 5497,Ultra Deluxe,Kanyakumari,Ariyalur,01:26 PM,11:10 PM,250,1
TNSTC 2780,Ultra Deluxe,Kanchipuram,Tirupathur,05:42 PM,12:47 AM,200,33
TNSTC 5869,Ultra Deluxe,Mayiladuthurai,Kallakurichi,10:52 AM,05:56 PM,160,11
TNSTC 6028,Government,Thanjavur,Tirupur,10:29 AM,06:32 PM,560,1
TNSTC 7553,Deluxe,Ariyalur,Kallakurichi,06:54 PM,12:57 AM,300,29
TNSTC 8374,Deluxe,Virudhunagar,Dharmapuri,01:22 AM,10:40 AM,580,8
TNSTC 1756,AC Sleeper,Ariyalur,Ambur,10:29 PM,03:09 AM,580,3
TNSTC 7650,AC Sleeper,Nagapattinam,Tiruvarur,10:56 PM,05:34 AM,330,27
TNSTC 1714,Express,Dharmapuri,Tenkasi,12:00 AM,05:45 AM,170,8
TNSTC 8054,Sleeper,Kallakurichi,Namakkal,01:14 PM,04:32 PM,630,37
TNSTC 7346,Deluxe,Chennai,Karur,08:54 PM,11:18 PM,310,33
TNSTC 8304,AC Seater,Krishnagiri,Dindigul,05:03 AM,07:24 AM,280,20
TNSTC 4900,Express,Kallakurichi,Coimbatore,03:57 PM,10:03 PM,530,3
TNSTC 8251,Deluxe,Virudhunagar,Karur,03:21 AM,08:39 AM,550,30
TNSTC 3586,Deluxe,Trichy,Dharmapuri,01:07 PM,04:24 PM,500,22
